Fall,College,Degree,Major Name,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
2016,Engineering,MS,Aerospace Engineering,Computational Sci & Engr,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2016,Engineering,NDEG,Aerospace Engineering,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2016,Engineering,PHD,Aerospace Engineering,,69,63,6,0,18,2,0,1,0,0,1,46,1,0,1,0,3,10,59
2016,Engineering,PHD,Aerospace Engineering,Computational Sci & Engr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,Engineering,NDEG,Aerospace Engineering,,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2015,Engineering,PHD,Aerospace Engineering,,60,56,4,0,20,2,0,1,0,0,0,36,1,0,0,0,3,11,49
2015,Engineering,MS,Aerospace Engineering,,82,68,14,0,21,5,1,3,0,0,0,52,0,1,0,0,5,13,69
2015,Engineering,BS,Aerospace Engineering,,513,462,51,0,281,104,5,51,1,0,20,45,6,6,6,1,124,359,154
2014,Engineering,NDEG,Aerospace Engineering,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014,Engineering,PHD,Aerospace Engineering,,51,48,3,0,19,3,0,1,0,0,0,28,0,0,0,0,3,12,39
2014,Engineering,MS,Aerospace Engineering,,78,65,13,0,21,7,1,1,0,0,0,48,0,1,0,0,7,13,65
2014,Engineering,BS,Aerospace Engineering,,478,434,44,0,261,100,5,46,0,0,18,44,4,7,7,1,114,340,138
2013,Engineering,MS,Aerospace Engineering,,66,52,14,0,26,10,0,2,0,0,1,26,1,0,0,0,0,13,53
2013,Engineering,NDEG,Aerospace Engineering,,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
2013,Engineering,PHD,Aerospace Engineering,,58,54,4,0,25,3,0,1,0,0,1,28,0,1,1,0,0,16,42
2013,Engineering,BS,Aerospace Engineering,,410,369,41,0,236,75,2,40,0,1,11,44,1,3,8,0,0,302,108
2012,Engineering,NDEG,Aerospace Engineering,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012,Engineering,MS,Aerospace Engineering,,66,52,14,0,25,6,1,1,0,0,1,32,0,1,0,0,0,15,51
2012,Engineering,PHD,Aerospace Engineering,,66,62,4,0,26,3,0,2,0,0,1,34,0,1,1,0,0,15,51
2012,Engineering,BS,Aerospace Engineering,,356,305,51,0,219,53,5,33,0,1,11,32,2,6,8,0,0,272,84
2011,Engineering,MS,Aerospace Engineering,,78,62,16,0,29,9,0,1,0,0,1,37,1,0,0,0,0,19,59
2011,Engineering,NDEG,Aerospace Engineering,,3,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2
2011,Engineering,PHD,Aerospace Engineering,,60,56,4,0,22,3,0,3,0,0,1,31,0,1,1,0,0,13,47
2011,Engineering,BS,Aerospace Engineering,,366,316,50,0,239,53,7,22,2,1,7,31,4,7,5,0,0,285,81
2010,Engineering,MS,Aerospace Engineering,,94,78,16,0,40,12,0,2,0,0,0,40,0,0,0,0,0,31,63
2010,Engineering,PHD,Aerospace Engineering,,56,53,3,0,23,2,0,2,0,0,1,28,0,1,1,0,0,15,41
2010,Engineering,BS,Aerospace Engineering,,376,325,51,0,249,50,8,17,4,1,6,35,6,9,7,0,0,296,80
2009,Engineering,PHD,Aerospace Engineering,,52,49,3,0,22,3,2,2,0,0,0,23,0,0,0,0,0,15,37
2009,Engineering,MS,Aerospace Engineering,,73,64,9,0,37,12,0,1,0,0,0,23,0,0,0,0,0,33,40
2009,Engineering,BS,Aerospace Engineering,,382,330,52,0,254,55,8,16,4,0,0,35,10,0,0,0,0,308,74
2008,Engineering,NDEG,Aerospace Engineering,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2008,Engineering,MS,Aerospace Engineering,,54,46,7,1,28,5,1,0,0,0,0,19,1,0,0,0,0,23,31
2008,Engineering,PHD,Aerospace Engineering,,41,37,4,0,15,2,2,2,0,0,0,20,0,0,0,0,0,8,33
2008,Engineering,BS,Aerospace Engineering,,418,369,49,0,282,57,9,20,3,0,0,33,14,0,0,0,0,344,74
2007,Engineering,PHD,Aerospace Engineering,,31,27,4,0,14,1,2,1,0,0,0,13,0,0,0,0,0,8,23
2007,Engineering,MS,Aerospace Engineering,,55,50,5,0,22,5,1,1,0,0,0,25,1,0,0,0,0,19,36
2007,Engineering,BS,Aerospace Engineering,,396,347,49,0,293,51,9,16,2,0,0,15,10,0,0,0,0,337,59
2006,Engineering,PHD,Aerospace Engineering,,15,14,1,0,5,0,1,1,0,0,0,7,1,0,0,0,0,5,10
2006,Engineering,MS,Aerospace Engineering,,43,39,4,0,26,4,1,0,0,0,0,11,1,0,0,0,0,19,24
2006,Engineering,BS,Aerospace Engineering,,368,319,49,0,267,53,10,14,1,0,0,14,9,0,0,0,0,314,54
2005,Engineering,NDEG,Aerospace Engineering,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2005,Engineering,PHD,Aerospace Engineering,,7,6,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,7
2005,Engineering,MS,Aerospace Engineering,,24,22,2,0,16,3,1,0,0,0,0,4,0,0,0,0,0,11,13
2005,Engineering,BS,Aerospace Engineering,,349,297,52,0,264,45,4,12,1,0,0,14,9,0,0,0,0,299,50
1989,LAS,,African American Studies,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1991,LAS,,African American Studies,,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1
1992,LAS,,African American Studies,,3,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2
1993,LAS,,African American Studies,,10,6,4,0,4,0,3,1,0,0,0,2,0,0,0,0,0,2,8
1994,LAS,,African American Studies,,10,7,3,0,3,0,5,1,0,0,0,1,0,0,0,0,0,3,7
1995,LAS,,African American Studies,,9,7,2,0,2,0,4,0,0,0,0,3,0,0,0,0,0,5,4
1996,LAS,,African American Studies,,6,5,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,4,2
1997,LAS,,African American Studies,,8,6,2,0,0,0,5,0,0,0,0,3,0,0,0,0,0,4,4
1998,LAS,,African American Studies,,10,5,5,0,3,0,4,0,0,0,0,3,0,0,0,0,0,5,5
1999,LAS,,African American Studies,,13,6,7,2,7,0,0,0,0,0,0,4,0,0,0,0,0,4,9
2000,LAS,,African American Studies,,11,6,5,2,5,0,1,0,0,0,0,3,0,0,0,0,0,3,8
2001,LAS,,African American Studies,,7,3,4,0,4,0,1,0,0,0,0,2,0,0,0,0,0,3,4
2002,LAS,,African American Studies,,8,2,6,0,3,0,5,0,0,0,0,0,0,0,0,0,0,4,4
2003,LAS,,African American Studies,,5,3,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,5
2018,LAS,MA,African Studies,,4,1,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,3,1
2017,LAS,MA,African Studies,,3,0,3,0,0,0,2,0,0,0,1,0,0,2,0,0,1,2,1
2016,LAS,MA,African Studies,,4,0,4,0,0,0,2,0,0,0,2,0,0,2,0,0,2,3,1
2015,LAS,MA,African Studies,,3,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3,0
2014,LAS,MA,African Studies,,3,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1
2013,LAS,MA,African Studies,,3,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,2
2012,LAS,MA,African Studies,,4,3,1,0,1,0,2,0,0,0,0,1,0,2,0,0,0,1,3
2011,LAS,MA,African Studies,,6,5,1,0,2,0,2,0,0,0,0,2,0,2,0,0,0,2,4
2010,LAS,MA,African Studies,,12,8,4,0,4,0,3,0,0,0,0,3,2,3,0,0,0,5,7
2009,LAS,MA,African Studies,,8,3,5,0,2,0,2,1,0,0,0,1,2,0,0,0,0,3,5
2008,LAS,MA,African Studies,,11,2,9,0,5,0,4,1,0,0,0,1,0,0,0,0,0,5,6
2007,LAS,MA,African Studies,,11,4,7,0,5,0,4,0,0,0,0,2,0,0,0,0,0,4,7
2006,LAS,MA,African Studies,,9,5,4,0,4,0,2,0,0,0,0,3,0,0,0,0,0,5,4
2005,LAS,MA,African Studies,,11,4,7,0,3,0,6,1,0,0,0,1,0,0,0,0,0,4,7
2004,LAS,MA,African Studies,,10,4,6,0,2,0,6,1,0,0,0,1,0,0,0,0,0,3,7
1997,ACES,,Agr & Consumer Economics,Agri-Accounting,34,23,11,0,31,0,2,0,1,0,0,0,0,0,0,0,0,33,1
1998,ACES,,Agr & Consumer Economics,Agri-Accounting,52,28,24,0,45,2,3,0,2,0,0,0,0,0,0,0,0,51,1
1999,ACES,,Agr & Consumer Economics,Agri-Accounting,46,23,23,0,38,3,2,2,1,0,0,0,0,0,0,0,0,45,1
2000,ACES,,Agr & Consumer Economics,Agri-Accounting,41,20,21,1,30,4,5,1,0,0,0,0,0,0,0,0,0,41,0
2001,ACES,,Agr & Consumer Economics,Agri-Accounting,40,21,19,1,28,4,7,0,0,0,0,0,0,0,0,0,0,40,0
2002,ACES,,Agr & Consumer Economics,Agri-Accounting,46,25,21,0,36,7,3,0,0,0,0,0,0,0,0,0,0,45,1
2003,ACES,,Agr & Consumer Economics,Agri-Accounting,53,23,30,0,44,4,3,1,0,0,0,1,0,0,0,0,0,50,3
1997,ACES,,Agr & Consumer Economics,Agri-Finance,53,37,16,1,46,4,0,2,0,0,0,0,0,0,0,0,0,52,1
1998,ACES,,Agr & Consumer Economics,Agri-Finance,63,39,24,1,58,4,0,0,0,0,0,0,0,0,0,0,0,63,0
1999,ACES,,Agr & Consumer Economics,Agri-Finance,79,56,23,2,73,4,0,0,0,0,0,0,0,0,0,0,0,79,0
2000,ACES,,Agr & Consumer Economics,Agri-Finance,82,61,21,1,78,2,0,0,0,0,0,1,0,0,0,0,0,81,1
2001,ACES,,Agr & Consumer Economics,Agri-Finance,73,59,14,0,67,4,1,0,0,0,0,1,0,0,0,0,0,72,1
2002,ACES,,Agr & Consumer Economics,Agri-Finance,83,72,11,0,73,5,2,2,0,0,0,1,0,0,0,0,0,81,2
2003,ACES,,Agr & Consumer Economics,Agri-Finance,78,67,11,0,63,3,8,3,0,0,0,1,0,0,0,0,0,76,2
1997,ACES,,Agr & Consumer Economics,Farm Management,39,36,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,39,0
1998,ACES,,Agr & Consumer Economics,Farm Management,50,45,5,0,49,0,0,0,1,0,0,0,0,0,0,0,0,48,2
1999,ACES,,Agr & Consumer Economics,Farm Management,66,57,9,0,66,0,0,0,0,0,0,0,0,0,0,0,0,64,2
2000,ACES,,Agr & Consumer Economics,Farm Management,63,55,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,61,2
2001,ACES,,Agr & Consumer Economics,Farm Management,58,54,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,56,2
2002,ACES,,Agr & Consumer Economics,Farm Management,48,44,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,47,1
2003,ACES,,Agr & Consumer Economics,Farm Management,47,43,4,0,46,0,1,0,0,0,0,0,0,0,0,0,0,46,1
1997,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,55,34,21,1,50,0,4,0,0,0,0,0,0,0,0,0,0,54,1
1998,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,60,39,21,1,53,1,4,0,0,0,0,1,0,0,0,0,0,58,2
1999,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,74,45,29,2,65,4,2,0,0,0,0,1,0,0,0,0,0,72,2
2000,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,65,40,25,2,56,2,2,1,1,0,0,1,0,0,0,0,0,64,1
2001,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,80,46,34,0,75,0,3,0,1,0,0,1,0,0,0,0,0,79,1
2002,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,101,63,38,0,91,2,8,0,0,0,0,0,0,0,0,0,0,99,2
2003,ACES,,Agr & Consumer Economics,Farm Development and Agriculture Management,98,67,31,1,87,3,4,1,1,0,0,1,0,0,0,0,0,96,2
1998,ACES,,Agr & Consumer Economics,,34,18,16,0,13,1,4,0,0,0,0,16,0,0,0,0,0,9,25
1999,ACES,,Agr & Consumer Economics,,52,23,29,0,14,0,6,0,0,0,0,32,0,0,0,0,0,8,44
2000,ACES,,Agr & Consumer Economics,,64,35,29,1,15,0,4,0,0,0,0,44,0,0,0,0,0,10,54
2001,ACES,,Agr & Consumer Economics,,75,43,32,2,14,0,2,0,0,0,0,57,0,0,0,0,0,11,64
2002,ACES,,Agr & Consumer Economics,,74,39,35,2,16,0,0,0,0,0,0,56,0,0,0,0,0,8,66
2003,ACES,,Agr & Consumer Economics,,84,44,40,3,21,0,0,1,1,0,0,58,0,0,0,0,0,11,73
1999,ACES,,Agr & Consumer Economics,Farm Management,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2000,ACES,,Agr & Consumer Economics,Farm Management,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,ACES,BS,Agr & Consumer Economics,Agri-Accounting,54,29,25,0,29,8,1,6,0,1,1,8,0,1,0,1,10,44,10
2018,ACES,BS,Agr & Consumer Economics,Farm Management,14,13,1,0,13,0,0,0,0,0,0,1,0,0,0,0,0,13,1
2018,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,142,108,34,0,114,6,3,3,1,0,4,11,0,4,2,1,8,128,14
2018,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,125,96,29,0,84,13,4,8,0,0,1,14,1,4,1,0,14,107,18
2018,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,35,16,19,0,21,1,5,3,0,0,1,4,0,6,1,0,1,29,6
2018,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2018,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",29,15,14,0,13,2,3,5,0,0,0,6,0,3,0,0,2,20,9
2018,ACES,BS,Agr & Consumer Economics,Public Policy and Law,75,44,31,0,48,6,5,9,0,0,2,3,2,6,1,0,8,66,9
2018,ACES,BS,Agr & Consumer Economics,Public Policy and Law,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,ACES,BS,Agr & Consumer Economics,Financial Planning,95,71,24,0,68,12,2,6,1,0,0,5,1,2,1,0,12,83,12
2018,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,75,59,16,0,48,9,5,8,0,0,0,4,1,5,0,0,9,69,6
2017,ACES,BS,Agr & Consumer Economics,Agri-Accounting,60,33,27,0,35,8,1,7,0,1,1,7,0,1,0,1,10,51,9
2017,ACES,BS,Agr & Consumer Economics,Farm Management,16,15,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0
2017,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,144,104,40,0,109,9,5,3,1,0,5,12,0,7,2,1,11,128,16
2017,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,112,91,21,0,80,7,6,7,0,0,1,10,1,6,2,0,9,100,12
2017,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,37,21,16,0,15,4,1,5,0,0,2,10,0,2,1,0,5,23,14
2017,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",46,25,21,0,22,4,4,7,0,0,1,8,0,6,0,0,5,32,14
2017,ACES,BS,Agr & Consumer Economics,Public Policy and Law,73,41,32,0,44,5,8,14,0,0,0,2,0,9,0,0,5,68,5
2017,ACES,BS,Agr & Consumer Economics,Financial Planning,81,56,25,0,61,8,2,6,1,0,0,3,0,2,1,0,8,73,8
2017,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,72,54,18,0,46,9,2,6,0,0,0,9,0,3,0,0,9,61,11
2016,ACES,BS,Agr & Consumer Economics,Agri-Accounting,58,29,29,0,40,9,1,3,0,0,2,3,0,2,0,0,12,52,6
2016,ACES,BS,Agr & Consumer Economics,Farm Management,26,23,3,0,24,0,0,0,1,0,0,1,0,0,1,0,0,25,1
2016,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,162,115,47,0,122,11,6,5,0,0,4,14,0,6,0,1,14,139,23
2016,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,105,88,17,0,76,11,2,7,0,0,3,5,1,2,3,0,14,96,9
2016,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,33,16,17,0,15,4,2,3,0,0,2,7,0,2,0,0,6,24,9
2016,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",49,29,20,0,23,8,4,6,0,0,1,7,0,5,0,0,9,36,13
2016,ACES,BS,Agr & Consumer Economics,Public Policy and Law,77,40,37,0,47,6,7,15,0,0,0,2,0,8,1,0,6,73,4
2016,ACES,BS,Agr & Consumer Economics,Public Policy and Law,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,ACES,BS,Agr & Consumer Economics,Financial Planning,97,67,30,0,66,14,1,7,0,0,1,8,0,1,1,0,14,82,15
2016,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,67,56,11,0,48,5,2,5,0,0,1,6,0,3,0,0,6,60,7
2015,ACES,BS,Agr & Consumer Economics,Farm Management,25,22,3,0,24,0,0,0,1,0,0,0,0,0,1,0,0,24,1
2015,ACES,PHD,Agr & Consumer Economics,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2015,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,24,10,14,0,11,4,2,2,0,0,2,3,0,3,0,0,5,19,5
2015,ACES,BS,Agr & Consumer Economics,Agri-Accounting,65,36,29,0,48,9,2,2,0,0,1,3,0,3,0,0,10,58,7
2015,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,73,52,21,0,55,7,3,1,0,0,1,5,1,3,0,0,9,65,8
2015,ACES,BS,Agr & Consumer Economics,Public Policy and Law,63,31,32,0,35,6,8,9,0,0,1,4,0,9,1,0,6,55,8
2015,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,98,74,24,0,69,10,3,5,0,0,2,9,0,3,3,0,12,84,14
2015,ACES,BS,Agr & Consumer Economics,Financial Planning,94,65,29,0,57,18,1,6,0,0,2,9,1,1,2,0,18,78,16
2015,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",53,28,25,0,22,9,3,7,0,0,1,10,1,3,0,0,10,37,16
2015,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,174,127,47,0,133,12,7,3,0,0,3,16,0,8,1,1,13,145,29
2014,ACES,BS,Agr & Consumer Economics,Public Policy and Law,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,ACES,BS,Agr & Consumer Economics,Agri-Finance,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
2014,ACES,BS,Agr & Consumer Economics,Farm Management,22,19,3,0,21,0,0,0,1,0,0,0,0,0,1,0,0,21,1
2014,ACES,PHD,Agr & Consumer Economics,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2014,ACES,BS,Agr & Consumer Economics,Agri-Accounting,64,39,25,0,45,9,3,3,0,0,1,3,0,4,0,0,10,57,7
2014,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,72,53,19,0,57,6,2,1,0,0,3,3,0,2,0,0,9,64,8
2014,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,38,22,16,0,24,4,3,0,0,0,1,6,0,4,0,0,4,30,8
2014,ACES,BS,Agr & Consumer Economics,Public Policy and Law,53,23,30,0,22,4,8,12,0,0,1,6,0,10,1,0,4,45,8
2014,ACES,BS,Agr & Consumer Economics,Financial Planning,90,60,30,0,50,17,0,7,0,0,3,12,1,0,3,0,19,71,19
2014,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",59,33,26,0,25,11,1,8,0,0,1,12,1,1,0,0,12,40,19
2014,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,116,88,28,0,82,10,3,5,0,0,2,14,0,3,2,0,12,96,20
2014,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,168,120,48,0,141,9,0,4,0,0,4,9,1,1,2,0,12,147,21
2013,ACES,BS,Agr & Consumer Economics,Agri-Finance,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
2013,ACES,BS,Agr & Consumer Economics,Farm Management,23,21,2,0,22,0,0,1,0,0,0,0,0,0,0,0,0,23,0
2013,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,33,22,11,0,23,2,0,2,0,0,0,6,0,0,0,0,0,25,8
2013,ACES,BS,Agr & Consumer Economics,Public Policy and Law,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,ACES,MS,Agr & Consumer Economics,,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2013,ACES,PHD,Agr & Consumer Economics,,5,3,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5
2013,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,151,109,42,0,123,11,1,3,0,0,2,8,3,1,1,0,0,133,18
2013,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",46,26,20,0,22,6,1,6,0,0,2,8,1,2,1,0,0,33,13
2013,ACES,BS,Agr & Consumer Economics,Financial Planning,91,60,31,0,58,9,2,6,0,0,1,15,0,2,1,0,0,72,19
2013,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,76,54,22,0,58,5,2,3,0,0,2,5,1,2,0,0,0,67,9
2013,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,121,92,29,0,84,12,4,4,0,0,2,15,0,5,3,0,0,100,21
2013,ACES,BS,Agr & Consumer Economics,Agri-Accounting,81,47,34,0,48,14,5,2,0,0,1,11,0,6,0,0,0,65,16
2013,ACES,BS,Agr & Consumer Economics,Public Policy and Law,63,28,35,0,35,8,9,8,0,0,1,2,0,9,0,0,0,54,9
2012,ACES,BS,Agr & Consumer Economics,Agri-Finance,9,6,3,0,4,1,0,0,0,0,0,4,0,0,0,0,0,5,4
2012,ACES,BS,Agr & Consumer Economics,Farm Management,21,19,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0
2012,ACES,MS,Agr & Consumer Economics,,4,3,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3
2012,ACES,PHD,Agr & Consumer Economics,,9,5,4,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,9
2012,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,28,20,8,0,18,3,1,1,0,0,1,4,0,1,1,0,0,23,5
2012,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",42,21,21,0,21,6,2,5,0,0,0,8,0,2,0,0,0,31,11
2012,ACES,BS,Agr & Consumer Economics,Finance in Agri-Business,69,52,17,0,53,4,3,2,0,0,3,3,1,3,0,0,0,65,4
2012,ACES,BS,Agr & Consumer Economics,Agri-Accounting,93,50,43,0,56,17,4,1,0,0,0,14,1,4,0,0,0,77,16
2012,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,142,107,35,0,115,10,4,3,0,0,1,7,2,4,0,0,0,125,17
2012,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,107,79,28,0,70,13,4,2,0,0,0,17,1,4,1,0,0,86,21
2012,ACES,BS,Agr & Consumer Economics,Public Policy and Law,43,20,23,0,27,5,5,2,0,0,0,4,0,5,0,0,0,36,7
2012,ACES,BS,Agr & Consumer Economics,Financial Planning,77,44,33,0,46,4,4,4,0,0,2,17,0,5,0,0,0,59,18
2011,ACES,BS,Agr & Consumer Economics,Farm Management,20,19,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0
2011,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,30,21,9,0,18,3,0,2,0,0,1,6,0,0,1,0,0,23,7
2011,ACES,MS,Agr & Consumer Economics,,14,8,6,0,6,0,0,0,0,0,0,8,0,0,0,0,0,5,9
2011,ACES,BS,Agr & Consumer Economics,Agri-Finance,76,63,13,0,56,6,0,4,0,0,2,8,0,1,0,0,0,66,10
2011,ACES,PHD,Agr & Consumer Economics,,19,12,7,0,4,0,1,1,0,0,0,13,0,1,0,0,0,1,18
2011,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,73,56,17,0,53,8,2,2,0,0,0,7,1,2,1,0,0,62,11
2011,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",42,22,20,0,22,6,2,6,0,0,0,6,0,2,0,0,0,33,9
2011,ACES,BS,Agr & Consumer Economics,Financial Planning,67,39,28,0,45,4,2,1,0,0,2,13,0,3,0,0,0,53,14
2011,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,129,96,33,0,109,4,5,2,0,0,2,6,1,5,0,0,0,119,10
2011,ACES,BS,Agr & Consumer Economics,Public Policy and Law,39,19,20,0,25,4,4,5,0,0,0,1,0,5,0,0,0,38,1
2011,ACES,BS,Agr & Consumer Economics,Agri-Accounting,92,47,45,0,50,15,6,2,0,0,0,17,2,6,0,0,0,74,18
2010,ACES,BS,Agr & Consumer Economics,Farm Management,29,27,2,0,29,0,0,0,0,0,0,0,0,0,0,0,0,29,0
2010,ACES,BS,Agr & Consumer Economics,Envirnmntal Economics & Policy,29,22,7,0,18,2,0,3,0,0,1,5,0,0,1,0,0,23,6
2010,ACES,MS,Agr & Consumer Economics,,32,18,14,0,16,2,0,0,0,0,0,14,0,0,0,0,0,9,23
2010,ACES,BS,Agr & Consumer Economics,Agri-Finance,52,35,17,0,42,3,0,1,0,0,0,6,0,1,0,0,0,44,8
2010,ACES,BS,Agr & Consumer Economics,"Policy, Intl Trade, & Dvlpmt ",39,24,15,0,23,8,1,3,0,0,0,4,0,1,0,0,0,34,5
2010,ACES,BS,Agr & Consumer Economics,Consumer Economics & Finance,80,57,23,0,66,4,1,4,0,0,1,4,0,2,1,0,0,72,8
2010,ACES,BS,Agr & Consumer Economics,Financial Planning,54,37,17,0,32,1,3,2,0,0,0,16,0,3,0,0,0,38,16
2010,ACES,PHD,Agr & Consumer Economics,,48,28,20,0,9,1,3,0,0,0,0,35,0,3,0,0,0,3,45
2010,ACES,BS,Agr & Consumer Economics,Agribusiness Markets & Mgmt,133,97,36,0,116,6,5,1,0,0,1,4,0,5,0,0,0,127,6
2010,ACES,BS,Agr & Consumer Economics,Public Policy and Law,46,22,24,0,26,6,4,7,0,0,0,1,2,5,0,0,0,43,3
2010,ACES,BS,Agr & Consumer Economics,Agri-Accounting,70,35,35,0,41,8,8,5,0,0,1,7,0,8,0,0,0,62,8
2009,ACES,BS,Agr & Consumer Economics,Farm Management,34,32,2,0,33,0,0,0,0,0,0,1,0,0,0,0,0,33,1
